;;This data is released for wider industry use on embodied carbon mitigation and not for commerical purposes. Price & Myers take no responsibility for the accuracy of the data included. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Residential;New Build (Brownfield);9483;8;None;Piles (Pile Caps);Suspended RC;In-Situ RC;5,00;2,50;Masonry + SFS;Very Good;0;CEMI;0,097;0;0;CEMI;0,121;0;13612812;50% GGBS;0,089;1208817,706;0;CEMI;0,172;0;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;481132;Short Term (A-C);1,990;957452,68;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;2166,3;0,228
26;Residential;New Build (Brownfield);31774;19;Full Footprint;Piles (Pile Caps);Suspended RC;In-Situ RC;8,00;2,50;Stone + SFS;Unknown;106128;CEMI;0,097;10315,6416;0;CEMI;0,121;0;17581541;15% PFA;0,139;2445592,325;28928379,6;15% PFA;0,159;4599612,356;198683,5;Short Term (A-C);1,550;307959,425;0;Short Term (A-C);2,760;0;1502863,7;Short Term (A-C);1,990;2990698,763;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;10354,2;0,326
27;Mixed Use;New Build (Brownfield);2276;7;Full Footprint;Raft;Raft;Other;6,40;3,50;Stone + Masonry;Unknown;169800;CEMI;0,097;16504,56;0;CEMI;0,121;0;0;CEMI;0,150;0;1746336;25% GGBS;0,138;241518,2688;10296;Short Term (A-C);1,550;15958,8;0;Short Term (A-C);2,760;0;120323,7;Short Term (A-C);1,990;239444,163;180383,5;No Carbon Sequestration;0,430;77564,905;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;591,0;0,260
28;Educational;New Build (Brownfield);220;1;None;Piled Ground Beams;Suspended RC;Masonry, Timber;5,00;3,00;Masonry Only;Unknown;0;CEMI;0,097;0;110612;CEMI;0,121;13372,9908;144375;CEMI;0,150;21584,0625;0;CEMI;0,172;0;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;10844;Short Term (A-C);1,990;21579,56;0;No Carbon Sequestration;0,430;0;630;No Carbon Sequestration;0,510;321,3;3082;No Carbon Sequestration;0,260;801,32;126;1:1:6;37,300;4699,8;0;1:1:6;80,000;0;0;Medium Density;15,130;0;252;High Density;28,000;7056;0;High Density;42,610;0;69,4;0,316
29;Educational;Mixed New Build/Refurb;1311;2;None;Mass Pads/Strips;Suspended RC;Steel Frame, Composite;6,50;3,00;Glazed/Curtain Wall;Unknown;802008;70% GGBS;0,044;35047,7496;108336;CEMI;0,121;13097,8224;954984;50% GGBS;0,089;84802,5792;211182;25% GGBS;0,138;29206,4706;58718;Short Term (A-C);1,550;91012,9;2314;Short Term (A-C);2,760;6386,64;16684,85;Short Term (A-C);1,990;33202,8515;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;432,6;No Carbon Sequestration;0,260;112,476;0;1:1:6;37,300;0;16,2;1:1:6;80,000;1296;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;294,2;0,224
30;Educational;New Build (Brownfield);11736;4;None;Piles (Pile Caps);Suspended RC;Steel Frame, Composite;7,20;4,00;Masonry + SFS;Excellent;0;CEMI;0,097;0;0;CEMI;0,121;0;8415750;50% GGBS;0,089;747318,6;1678250;50% GGBS;0,102;170342,375;942000;Short Term (A-C);1,550;1460100;112255;Short Term (A-C);2,760;309823,8;331164;Short Term (A-C);1,990;659016,36;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;3346,6;0,285
31;Commercial;New Build (Brownfield);7922;7;Full Footprint;Raft;Suspended RC;In-Situ RC;6,00;3,00;Stone + Masonry;Unknown;0;CEMI;0,097;0;0;CEMI;0,121;0;0;CEMI;0,150;0;7707360;25% GGBS;0,138;1065927,888;24180;Short Term (A-C);1,550;37479;0;Short Term (A-C);2,760;0;450204;Short Term (A-C);1,990;895905,96;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;3825;No Carbon Sequestration;0,260;994,5;2160;1:1:6;37,300;80568;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;2080,9;0,263
32;Residential;New Build (Brownfield);544;3;None;Piled Ground Beams;Other;Masonry, Timber;4,50;2,50;Masonry Only;Unknown;0;CEMI;0,097;0;71400;70% GGBS;0,053;3762,78;103200;50% GGBS;0,089;9164,16;0;CEMI;0,172;0;0;Short Term (A-C);1,550;0;9785;Short Term (A-C);2,760;27006,6;6746;Short Term (A-C);1,990;13424,54;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;9520;No Carbon Sequestration;0,260;2475,2;224;1:1:6;37,300;8355,2;0;1:1:6;80,000;0;1010;Medium Density;15,130;15281,3;160;High Density;28,000;4480;0;High Density;42,610;0;83,9;0,154
33;Cultural;New Build (Brownfield);5620;1;Full Footprint;Piles (Pile Caps);Suspended RC;Timber Frame;8,10;5,00;Masonry Only;Excellent;0;CEMI;0,097;0;2277676;70% GGBS;0,053;120033,5252;5988991;50% GGBS;0,089;531822,4008;0;CEMI;0,172;0;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;405480;Short Term (A-C);1,990;806905,2;241920;No Carbon Sequestration;0,430;104025,6;316050;No Carbon Sequestration;0,510;161185,5;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;48;High Density;42,610;2045,28;1726,0;0,307
34;Commercial;New Build (Brownfield);1712;6;Full Footprint;Piled Ground Beams;Suspended RC;In-Situ RC;7,80;4,00;Masonry + SFS;Unknown;158581,04;CEMI;0,097;15414,07709;0;CEMI;0,121;0;3612385;50% GGBS;0,089;320779,8165;0;CEMI;0,172;0;306;Short Term (A-C);1,550;474,3;0;Short Term (A-C);2,760;0;184324,0245;Short Term (A-C);1,990;366804,8088;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;703,5;0,411
35;Residential;New Build (Brownfield);37115;17;Full Footprint;Piles (Pile Caps);Suspended RC;In-Situ RC;7,50;2,50;Masonry + SFS;Unknown;0;CEMI;0,097;0;13267;CEMI;0,121;1603,9803;49629000;30% PFA;0,125;6208587,9;0;CEMI;0,172;0;376000;Short Term (A-C);1,550;582800;0;Short Term (A-C);2,760;0;2005824;Short Term (A-C);1,990;3991589,76;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;10784,6;0,291
36;Mixed Use;New Build (Brownfield);14029;24;None;Piles (Pile Caps);Suspended RC;In-Situ RC;7,50;2,50;Masonry + SFS;Unknown;80860;CEMI;0,097;7859,592;2179984;CEMI;0,121;263560,0656;8116759;50% GGBS;0,089;720768,1992;6598643;25% GGBS;0,138;912592,3269;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;1167933;Short Term (A-C);1,990;2324186,67;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;2028;1:1:6;37,300;75644,4;0;1:1:6;80,000;0;0;Medium Density;15,130;0;197,2;High Density;28,000;5521,6;0;High Density;42,610;0;4310,1;0,307
37;Residential;New Build (Brownfield);1360;3;None;Piles (Pile Caps);Suspended RC;In-Situ RC;4,00;2,00;Other;Unknown;0;CEMI;0,097;0;0;CEMI;0,121;0;2107296;25% GGBS;0,120;253507,7088;0;CEMI;0,172;0;20606;Short Term (A-C);1,550;31939,3;0;Short Term (A-C);2,760;0;122834;Short Term (A-C);1,990;244439,66;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;3691,7;No Carbon Sequestration;0,260;959,842;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;530,8;0,390
38;Residential;New Build (Brownfield);1154;4;Full Footprint;Piles (Pile Caps);Suspended RC;In-Situ RC;7,50;2,50;Masonry Only;Unknown;363;CEMI;0,097;35,2836;0;CEMI;0,121;0;2489150;CEMI;0,150;372127,925;0;CEMI;0,172;0;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;124030;Short Term (A-C);1,990;246819,7;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;840;No Carbon Sequestration;0,260;218,4;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;1541;Medium Density;21,160;32607,56;0;High Density;42,610;0;651,8;0,565
39;Residential;New Build (Brownfield);862;3;None;Piled Ground Beams;Suspended RC;Steel Frame, Timber;0,00;3,00;Masonry Only;Unknown;0;CEMI;0,097;0;0;CEMI;0,121;0;778931;50% GGBS;0,089;69169,0728;0;CEMI;0,172;0;36267;Short Term (A-C);1,550;56213,85;0;Short Term (A-C);2,760;0;27049;Short Term (A-C);1,990;53827,51;12907,4;No Carbon Sequestration;0,430;5550,182;0;No Carbon Sequestration;0,510;0;8032,4;No Carbon Sequestration;0,260;2088,424;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;186,8;0,217
40;Cultural;New Build (Greenfield);3499;6;Partial Footprint;Piled Ground Beams;Suspended Precast;Steel Frame, Precast;6,00;4,00;Masonry Only;Unknown;4719;CEMI;0,097;458,6868;304965;CEMI;0,121;36870,2685;1079856;50% GGBS;0,089;95891,2128;800704,8;CEMI;0,172;137881,3666;245231;Short Term (A-C);1,550;380108,05;0;Short Term (A-C);2,760;0;78093,5;Short Term (A-C);1,990;155406,065;0;No Carbon Sequestration;0,430;0;6818;No Carbon Sequestration;0,510;3477,18;6783;No Carbon Sequestration;0,260;1763,58;0;1:1:6;37,300;0;0;1:1:6;80,000;0;393,55;High Density;17,790;7001,2545;0;Medium Density;21,160;0;0;High Density;42,610;0;818,9;0,234
41;Residential;New Build (Brownfield);10108;4;Full Footprint;Piles (Pile Caps);Suspended RC;In-Situ RC;7,50;2,50;Masonry + SFS;Unknown;536880;CEMI;0,097;52184,736;6070295;25% GGBS;0,094;571821,789;11363750;25% GGBS;0,120;1367059,125;0;CEMI;0,172;0;55614;Short Term (A-C);1,550;86201,7;37284;Short Term (A-C);2,760;102903,84;896221;Short Term (A-C);1,990;1783479,79;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;2232;No Carbon Sequestration;0,260;580,32;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;3964,2;0,392
42;Educational;New Build (Brownfield);9862;3;None;Piles (Pile Caps);Suspended RC;In-Situ RC;8,00;4,00;Masonry Only;Good;0;CEMI;0,097;0;0;CEMI;0,121;0;0;CEMI;0,150;0;13014984;25% GGBS;0,138;1799972,287;55614;Short Term (A-C);1,550;86201,7;0;Short Term (A-C);2,760;0;541233,8;Short Term (A-C);1,990;1077055,262;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;1946,5;No Carbon Sequestration;0,260;506,09;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;7160;High Density;28,000;200480;0;High Density;42,610;0;3164,2;0,321
43;Educational;New Build (Brownfield);1290;3;None;Piled Ground Beams;Suspended RC;Steel Frame, Precast;3,50;5,00;Masonry + SFS;Unknown;0;CEMI;0,097;0;462241;25% GGBS;0,094;43543,1022;1179153;25% GGBS;0,120;141852,1059;0;CEMI;0,172;0;141363;Short Term (A-C);1,550;219112,65;3078;Short Term (A-C);2,760;8495,28;42398;Short Term (A-C);1,990;84372,02;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;3917;No Carbon Sequestration;0,260;1018,42;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;498,4;0,386
44;Educational;New Build (Greenfield);5428;3;None;Mass Pads/Strips;Ground Bearing RC;Steel Frame, Composite;35,00;3,50;Lightweight + SFS;Unknown;1447200;50% GGBS;0,092;132852,96;0;CEMI;0,121;0;1917600;50% GGBS;0,089;170282,88;0;CEMI;0,172;0;266900;Short Term (A-C);1,550;413695;17900;Short Term (A-C);2,760;49404;74405;Short Term (A-C);1,990;148065,95;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;914,3;0,168
45;Residential;New Build (Brownfield);125;5;None;Piled Ground Beams;Suspended RC;Steel Frame, Composite;2,90;1,50;Stone + Masonry;Unknown;0;CEMI;0,097;0;67060;CEMI;0,121;8107,554;25680;50% GGBS;0,089;2280,384;0;CEMI;0,172;0;11500;Short Term (A-C);1,550;17825;1750;Short Term (A-C);2,760;4830;1500;Short Term (A-C);1,990;2985;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;300;No Carbon Sequestration;0,260;78;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;36,1;0,289
46;Residential;New Build (Greenfield);19512;6;Full Footprint;Piles (Pile Caps);Suspended RC;In-Situ RC;5,00;2,50;Masonry + SFS;Unknown;0;CEMI;0,097;0;4214006;CEMI;0,121;509473,3254;11812800;CEMI;0,150;1766013,6;12052800;CEMI;0,172;2075492,16;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;1011762;Short Term (A-C);1,990;2013406,38;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;6364,4;0,326
47;Residential;New Build (Brownfield);2395;5;Partial Footprint;Piles (Pile Caps);Suspended RC;In-Situ RC;6,50;2,50;Masonry + SFS;Unknown;0;CEMI;0,097;0;438959;25% GGBS;0,094;41349,9378;3379200;50% GGBS;0,089;300072,96;0;CEMI;0,172;0;0;Short Term (A-C);1,550;0;0;Short Term (A-C);2,760;0;155120;Short Term (A-C);1,990;308688,8;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;650,1;0,271
48;Educational;New Build (Brownfield);10220;4;None;Reinforced Pads/Strips;Ground Bearing RC;CLT Frame;7,00;4,00;Timber + SFS;Passivhaus;466789;50% GGBS;0,092;42851,2302;0;CEMI;0,121;0;10584760;50% GGBS;0,089;939926,728;0;CEMI;0,172;0;24099,5;Short Term (A-C);1,550;37354,225;0;Short Term (A-C);2,760;0;539349,6;Short Term (A-C);1,990;1073305,704;1195095;No Carbon Sequestration;0,430;513890,85;124566,2;No Carbon Sequestration;0,510;63528,762;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;2670,9;0,261
49;Other;New Build (Greenfield);5500;9;None;Piles (Pile Caps);Suspended RC;In-Situ RC;6,00;10,00;Masonry Only;Excellent;51480;CEMI;0,097;5003,856;0;CEMI;0,121;0;9419160;25% GGBS;0,120;1133124,948;0;CEMI;0,172;0;22152;Short Term (A-C);1,550;34335,6;0;Short Term (A-C);2,760;0;809685;Short Term (A-C);1,990;1611273,15;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;4500;No Carbon Sequestration;0,260;1170;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;2784,9;0,506
50;Other;New Build (Brownfield);1729;3;Partial Footprint;Piles (Pile Caps);Ground Bearing RC;Steel Frame, Composite;7,20;5,00;Masonry + SFS;Unknown;68424;CEMI;0,097;6650,8128;682647;CEMI;0,121;82532,0223;1082736;25% GGBS;0,120;130253,1408;0;CEMI;0,172;0;286368;Short Term (A-C);1,550;443870,4;4553;Short Term (A-C);2,760;12566,28;69160,3;Short Term (A-C);1,990;137628,997;0;No Carbon Sequestration;0,430;0;612;No Carbon Sequestration;0,510;312,12;0;No Carbon Sequestration;0,260;0;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;813,8;0,471
51;Educational;New Build (Brownfield);2054;3;None;Piles (Pile Caps);Suspended RC;Steel Frame, Precast;7,50;5,00;Masonry + SFS;Unknown;15720;CEMI;0,097;1527,984;911917;50% GGBS;0,168;153110,8643;805043;25% GGBS;0,120;96846,6729;0;CEMI;0,172;0;9557;Short Term (A-C);1,550;14813,35;2900;Short Term (A-C);2,760;8004;62735;Short Term (A-C);1,990;124842,65;0;No Carbon Sequestration;0,430;0;0;No Carbon Sequestration;0,510;0;504;No Carbon Sequestration;0,260;131,04;0;1:1:6;37,300;0;0;1:1:6;80,000;0;0;Medium Density;15,130;0;0;Medium Density;21,160;0;0;High Density;42,610;0;399,3;0,194
